Date,Type,Registration,Operator,Fatalities,Location,Latitude,Longitude
28-AUG-2019,Cessna 525 CitationJet CJ1+,D-ICEY,28-AUG-2019,0,Egelsbach Ai...,49.9668352,8.6659289
30-AUG-2019,Antonov An-2R,RA-33061,30-AUG-2019,2,near Lake Siljan-...,59.2790785,9.7294212
31-AUG-2019,Cessna 510 Citation Mustang,N551WH,31-AUG-2019,0,El Monte-San...,34.0751571,-118.036849
01-SEP-2019,Beech B300 King Air 350,RP-C2296,01-SEP-2019,9,"Pansol, Cala...",37.97438,-6.31578
02-SEP-2019,BAe-125-700A,XB-PTW,02-SEP-2019,2,near Nueva Cajolá,14.4051271,-91.9378775
05-SEP-2019,Cessna 560XLS+ Citation XLS+,OE-GES,05-SEP-2019,0,Milano-Malpe...,13.3507423,74.7036914
07-SEP-2019,ATR 72-212A (ATR 72-600),HK-5041,07-SEP-2019,0,Manizales-La...,5.0681104,-75.5173198
11-SEP-2019,BAe-125-700A,XB-SMV,11-SEP-2019,0,"Chencoh, Ho...",19.4237325,-89.8068711
20-SEP-2019,Cessna 208B Grand Caravan,N895SF,20-SEP-2019,0,Pepperell Ai...,42.6697695,-71.6030963
23-SEP-2019,BN-2A-27 Islander,VP-MNI,23-SEP-2019,0,Montserrat-J...,10.0716112,-84.48232
24-SEP-2019,Cessna 208 Caravan,1917,24-SEP-2019,2,"Moo 2, Sai Y...",17.5245059,78.5041554
24-SEP-2019,Cessna 208B Grand Caravan,YVO134,24-SEP-2019,0,San Salvador...,13.6989939,-89.1914249
30-SEP-2019,Gulfstream American G-1159 Gulfstre,XB-PVO,30-SEP-2019,0,"Blue Creek, ...",38.4507077,-81.4572167
30-SEP-2019,Antonov An-12BK,UR-CKL,30-SEP-2019,0,Liverpool In...,53.408047,-2.977798
02-OCT-2019,Boeing B-17G Flying Fortress,N93012,02-OCT-2019,7,Windsor Lock...,51.4881043,-0.6054287
04-OCT-2019,Antonov An-12BK,UR-CAH,04-OCT-2019,5,near Lviv-Danylo ...,49.810575,23.9574437
07-OCT-2019,Honda HA-420 HondaJet,N166HJ,07-OCT-2019,0,Charleston I...,32.8019569,-79.8479789
07-OCT-2019,Hawker 800XP,N86MN,07-OCT-2019,0,Fort Myers-S...,26.640628,-81.8723084
10-OCT-2019,Antonov An-72,EK-72903,10-OCT-2019,8,near Kole,2.1366388,25.3477145
11-OCT-2019,DHC-6 Twin Otter 100,N166DH,11-OCT-2019,0,Cedartown-Po...,34.0124425,-85.2559398
17-OCT-2019,Saab 2000,N686PA,17-OCT-2019,1,Unalaska-Tom...,53.8966037,-166.5415409
18-OCT-2019,Airbus CC-150 Polaris (A310-300),15001,18-OCT-2019,0,Trenton Cana...,36.58958,-80.67173
22-OCT-2019,Basler Turbo 67 (DC-3T),FAS116,22-OCT-2019,0,San Salvador...,13.6989939,-89.1914249
22-OCT-2019,Canadair CRJ-200LR,N8837B,22-OCT-2019,0,near Atlanta Hart...,34.3569115,-82.945891
25-OCT-2019,Beech 200 Super King Air,,25-OCT-2019,0,"Palajuyú, Si...",25.0,-107.5
26-OCT-2019,DHC-3T/M601 Turbine Otter,C-GBTU,26-OCT-2019,3,"Family Lake,...",52.0206958,-95.4991797
??-OCT-2019,Rockwell Sabreliner 65,N465BC,??-OCT-2019,0,within Laguna del T...,41.12902,1.24901
05-NOV-2019,Learjet 35A,XA-VBD,05-NOV-2019,0,San Jose Cab...,21.0161948,-88.3257398
11-NOV-2019,BAe-125-700A,(N237DX),11-NOV-2019,0,Petén,16.9,-89.9
14-NOV-2019,Cessna 550 Citation II,PT-LTJ,14-NOV-2019,5,Maraú-Barra ...,-13.8921309,-38.9513045
15-NOV-2019,Cessna 525B CitationJet CJ3,N973CG,15-NOV-2019,0,San Antonio ...,29.4246002,-98.4951405
15-NOV-2019,Cessna 560 Citation Encore,N777HW,15-NOV-2019,0,San Antonio ...,29.4246002,-98.4951405
16-NOV-2019,Boeing 777-3B5ER,HL7204,16-NOV-2019,0,Frankfurt In...,42.8509272,-2.679841
16-NOV-2019,Airbus A330-243,V5-ANO,16-NOV-2019,0,Frankfurt In...,42.8509272,-2.679841
24-NOV-2019,Dornier 228-201,9S-GNH,24-NOV-2019,21+ 6,near Goma Airport...,-1.6648635,29.2381116
24-NOV-2019,Beech 200 King Air,(XB-PYB),24-NOV-2019,0,Saint-Jean d...,43.6650391,1.5039252
26-NOV-2019,Cessna 208 Grand Caravan,,26-NOV-2019,0,Gasmata,-6.2710102,150.3348793
01-DEC-2019,Beech B99,C6-FER,01-DEC-2019,0,Black Point ...,24.0854641,-76.4039157
02-DEC-2019,BAe-125-700A,false reg.,02-DEC-2019,0,near San Andrés V...,41.9022326,12.454981
03-DEC-2019,Basler Turbo 67 (DC-3T),C-FKAL,03-DEC-2019,0,near Sachigo Lake...,53.871154,-92.182159
03-DEC-2019,BAe-125-800A,N469RJ,03-DEC-2019,0,Detroit-Cole...,42.3229982,-83.0881817
04-DEC-2019,Beech 200 Super King Air,,04-DEC-2019,2,"Sayaxché, Petén",16.3132647,-90.1683408
06-DEC-2019,BAe-125-800A,(N293WB),06-DEC-2019,0,"near Chan Chen, C...",19.2089928,-89.2625558
09-DEC-2019,Cessna 208B Super Cargomaster,N4602B,09-DEC-2019,1,near Victoria Reg...,-37.7583213,144.7847558
09-DEC-2019,Lockheed C-130H Hercules,990,09-DEC-2019,38,near King George ...,49.1827755,-122.8447317
10-DEC-2019,DHC-8-402Q Dash 8,ET-AQC ?,10-DEC-2019,0,Juba Airport...,4.873847,31.5987319
15-DEC-2019,Grumman American G-1159 Gulfstream,(XB-BZH),15-DEC-2019,0,Quiché,15.4370888,-91.0029897
16-DEC-2019,Beech 200 Super King Air,,16-DEC-2019,0,Sarteneja ai...,40.5497357,-0.6626275
18-DEC-2019,Beech 200 Super King Air,,18-DEC-2019,0,"El Chico, Re...",-23.0246458,-43.4677928
18-DEC-2019,Cessna 525A CitationJet CJ2,C-GOJG,18-DEC-2019,0,"near Scottsbluff, NE",41.866634,-103.667166
19-DEC-2019,Beech A100 King Air,YV1104,19-DEC-2019,9,near Charallave-Ó...,10.2456598,-66.8586608
22-DEC-2019,Boeing 737-824 (WL),N87513,22-DEC-2019,0,Denver Inter...,52.4765095,13.4200277
24-DEC-2019,Cessna 208B Grand Caravan,XA-TWN,24-DEC-2019,2,near Tastiota,28.3669454,-111.457561
27-DEC-2019,Cirrus SF50 Vision Jet,N52CV,27-DEC-2019,0,Santa Monica...,34.0194704,-118.4912273
29-DEC-2019,Cessna 560XL Citation XLS,LV-FQD,29-DEC-2019,0,"near Otamendi, BA",-38.1122339,-57.8456287
03-JAN-2020,Harbin Yunshuji Y-12 II,SCL-857,03-JAN-2020,4,near Haputale,6.7683012,80.9575728
03-JAN-2020,Hawker 900XP,N805D,03-JAN-2020,0,San Juan-Fer...,45.0759955,7.591176
04-JAN-2020,Beech B200 King Air,N200HF,04-JAN-2020,0,Morristown M...,40.7992414,-74.4774375
05-JAN-2020,Beech B300 King Air 350,,05-JAN-2020,2,Manda Bay-Ca...,49.3388856,-70.1115059
08-JAN-2020,Boeing 737-8KV (WL),UR-PSR,08-JAN-2020,176,near Sabashahr,35.582554,51.1132146
08-JAN-2020,Boeing 737-823 (WL),N929NN,08-JAN-2020,0,New York-La ...,40.7127281,-74.0060152
09-JAN-2020,Lockheed C-130BZ Hercules,403,09-JAN-2020,0,Goma Airport...,-1.6648635,29.2381116
16-JAN-2020,Beech B200 King Air,N547LM,16-JAN-2020,0,near Unalaska-Tom...,53.8966037,-166.5415409
19-JAN-2020,Swearingen SA227-AC Metro III,C-GWVH,19-JAN-2020,0,Shamattawa A...,55.8608747,-92.0897947
23-JAN-2020,Lockheed EC-130Q Hercules,N134CG,23-JAN-2020,3,"near Cooma, NSW",-36.23563,149.1264221
23-JAN-2020,Cessna S550 Citation S/II,ZS-CAR,23-JAN-2020,3,near Friemersheim,51.3847201,6.7063094
24-JAN-2020,Gulfstream G150,N373ML,24-JAN-2020,0,San Juan-Fer...,45.0759955,7.591176
31-JAN-2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,31-JAN-2020,0,Terrace Airp...,24.4206388,54.6490599
01-FEB-2020,Boeing 747-412F (SCD),TC-MCT,01-FEB-2020,0,Dammam-King ...,26.3976702,50.1829923
03-FEB-2020,Boeing 747-412BCF,N703CK,03-FEB-2020,0,Los Angeles ...,34.0536909,-118.242766
04-FEB-2020,Cessna 208B Grand Caravan,N454SF,04-FEB-2020,0,Hooper Bay A...,61.5288714,-166.1071932
05-FEB-2020,Boeing 737-86J (WL),TC-IZK,05-FEB-2020,3,Istanbul-Sab...,17.6452107,-63.2204007
07-FEB-2020,Boeing 757-256 (WL),TF-FIA,07-FEB-2020,0,Keflavík Int...,66.03169,60.16594
07-FEB-2020,Cessna 208B Super Cargomaster,N988FX,07-FEB-2020,0,Baltimore/Wa...,-31.4695451,-64.2275978
08-FEB-2020,Cessna 501 Citation I/SP,N501RG,08-FEB-2020,4,"near Fairmount, GA",33.663278,-84.791463
08-FEB-2020,Beech 200 Super King Air,CC-COT,08-FEB-2020,0,Rio Bueno-Fu...,-54.6644481,-65.7774113
12-FEB-2020,Cessna 560 Citation Encore,N654CE,12-FEB-2020,0,"near Benbrook, TX",32.673188,-97.4605759
20-FEB-2020,Antonov An-2T,RA-40642,20-FEB-2020,0,Magadan-13 A...,59.5604768,150.7988617
20-FEB-2020,Beech B200 King Air,N860J,20-FEB-2020,3,near Lake Coleman...,41.8575523,-87.6203968
21-FEB-2020,DHC-3T Vazar Turbine Otter,C-FIUZ,21-FEB-2020,0,Vancouver-Co...,4.585473,-74.3518473
24-FEB-2020,Swearingen SA227-DC Metro 23,C-GJVB,24-FEB-2020,0,Dryden Regio...,-45.8424261,170.5419804
25-FEB-2020,Boeing 737-301 (BDSF),PK-YSG,25-FEB-2020,0,Jayapura-Sen...,51.53782,0.71433
27-FEB-2020,Dassault Falcon 50,N951DJ,27-FEB-2020,0,Toronto-Butt...,43.6655867,-79.3993065
03-MAR-2020,Cessna S550 Citation S/II,N45NC,03-MAR-2020,0,Nashville-Jo...,36.1613554,-86.7999298
03-MAR-2020,Dassault Falcon 2000,N519JD,03-MAR-2020,0,Nashville-Jo...,36.1613554,-86.7999298
03-MAR-2020,Cessna 525C CitationJet CJ4,N989CJ,03-MAR-2020,0,Nashville-Jo...,36.1613554,-86.7999298
03-MAR-2020,Bombardier Challenger 300,N819RS,03-MAR-2020,0,Nashville-Jo...,36.1613554,-86.7999298
05-MAR-2020,Cessna 208B Super Cargomaster,N706FX,05-MAR-2020,0,Rhinelander-...,45.636623,-89.412075
06-MAR-2020,DHC-6 Vistaliner 300,N72GC,06-MAR-2020,0,Boulder City...,35.9787638,-114.8337739
09-MAR-2020,Gulfstream G-IVSP,M-YWAY,09-MAR-2020,0,Vientiane-Wa...,17.9350215,102.6205028
09-MAR-2020,Airbus A330-343,HS-TEU,09-MAR-2020,0,Vientiane-Wa...,17.9350215,102.6205028
12-MAR-2020,DHC-3T Vazar Turbine Otter,C-GTMW,12-MAR-2020,0,Fort Langley...,49.169126,-122.5793628
13-MAR-2020,Cessna 525 CitationJet,YV3452,13-MAR-2020,2,Porlamar-del...,10.9598868,-63.8500772
17-MAR-2020,Cessna 208B Super Cargomaster,N274PM,17-MAR-2020,1,"near La Crosse, R...",43.8014053,-91.2395429
29-MAR-2020,IAI 1124A Westwind II,RP-C5880,29-MAR-2020,8,Manila-Ninoy...,14.5121499,121.0220184
05-APR-2020,Antonov An-26,UP-AN601,05-APR-2020,,near Tarhuna,32.4359687,13.6381338
19-APR-2020,BAe-125-700A,N700NW,19-APR-2020,2,"near Las Cruces, ...",-17.7689348,-63.3550913
20-APR-2020,BAe-125-800A,N375TC,20-APR-2020,0,Laguna del T...,28.4857715,-16.3159422
02-MAY-2020,Beech B200 Super King Air,C-GSAE,02-MAY-2020,0,near Lloydminster...,53.28346,-110.00157
04-MAY-2020,Learjet 25D,LV-WOC,04-MAY-2020,0,San Fernando...,36.4643934,-6.198203
08-MAY-2020,Beech 1900C,N31704,08-MAY-2020,0,San Antonio ...,29.4246002,-98.4951405
19-MAY-2020,Boeing 737-8Q8 (WL),N820TJ,19-MAY-2020,0,near Victorville-...,34.5361067,-117.2911565
21-MAY-2020,Embraer C-95BM Bandeirante (EMB-110,FAB2347,21-MAY-2020,0,Natal Air Fo...,62.0,-7.0
28-MAY-2020,BAe-125-700A,N720PT,28-MAY-2020,0,near Sarteneja,18.3533388,-88.1451666
30-MAY-2020,Beech 200 Super King Air,,30-MAY-2020,0,Región Costa...,46.4592905,11.351806
30-MAY-2020,DHC-6 Twin Otter 100,N52FW,30-MAY-2020,0,San Diego-Br...,-29.9456951,-51.0442009
08-JUN-2020,Lockheed C-130H3 Hercules,94-6706,08-JUN-2020,0,Al Taji Army...,33.5238991,44.2566986
13-JUN-2020,Beech 300 Super King Air 350,N858UP,13-JUN-2020,0,Bedford-Hans...,49.10928,4.74892
14-JUN-2020,Airbus A320-271N,VP-BWC,14-JUN-2020,0,Saint Peters...,38.791612,-90.5958468
14-JUN-2020,Airbus A320-232,VP-BDL,14-JUN-2020,0,Saint Peters...,38.791612,-90.5958468
15-JUN-2020,Grumman G-1159 Gulfstream II,N27SL,15-JUN-2020,1,Machiques de...,10.059041,-72.5531811
19-JUN-2020,Gulfstream American G-1159A Gulfstr,N516TR,19-JUN-2020,0,"El Chico, Re...",-23.0246458,-43.4677928
02-JUL-2020,Grumman G-1159 Gulfstream II SP,XB-NRX,02-JUL-2020,0,Mapastepec,15.43981,-92.898367
05-JUL-2020,BAe-125-700A,XB-RCM,05-JUL-2020,0,near José Maria M...,3.2429876,-73.3166214
14-JUL-2020,DHC-8-402Q (PF) Dash 8,5Y-VVU,14-JUL-2020,0,Beledweyne-U...,4.7367735,45.2038881
15-JUL-2020,Beech B300 King Air 350i,EM-809,15-JUL-2020,7,near Van-Ferit Me...,44.689526,-71.011246
19-JUL-2020,Antonov An-2R,RA-71276,19-JUL-2020,,Buryatia region,43.6721232,40.3137316
20-JUL-2020,Beech B200 Super King Air,N740P,20-JUL-2020,0,near Brus Laguna,15.771172,-84.5394884
22-JUL-2020,Boeing 777-F60,ET-ARH,22-JUL-2020,0,Shanghai Pud...,-47.75034,-65.89382
22-JUL-2020,Beech Beechjet 400A,N425BJ,22-JUL-2020,0.0,Montgomery R...,40.5764456,-83.3846442
26-JUL-2020,Gulfstream Aerospace G-1159A Gulfst,N450BD,26-JUL-2020,0.0,"near El Chal, Pet...",35.784282,-80.945166
30-JUL-2020,Beech 200 Super King Air,N515BA,30-JUL-2020,0.0,"Rio Negro, Z...",-26.0994985,-49.7894125
03-AUG-2020,Antonov An-72TK-100,RA-74044,03-AUG-2020,0.0,Gao Airport ...,16.2493277,-0.0020881
07-AUG-2020,Boeing 737-8HG (WL),VT-AXH,07-AUG-2020,21.0,Kozhikode-Ca...,11.2586082,75.7788735
08-AUG-2020,Canadair CL-215,EC-HET,08-AUG-2020,1.0,near Lindoso,41.8663979,-8.200133
08-AUG-2020,BAe-125,,08-AUG-2020,0.0,Ixcán,15.880398,-90.9037264
09-AUG-2020,BAe-125-800A,XB-RAY,09-AUG-2020,0.0,near Maracaibo-La...,20.7086977,-103.3559095
10-AUG-2020,Rockwell Sabreliner 75A,N400RS,10-AUG-2020,2.0,near Paraguaná,10.4835709,-66.8813924
12-AUG-2020,Beech B200 King Air,N316JP,12-AUG-2020,0.0,"Santa Ana, B...",33.7494951,-117.8732213
16-AUG-2020,Cessna 208B Grand Caravan,5Y-SAV,16-AUG-2020,0.0,New Fangak A...,9.4073225,31.162239
18-AUG-2020,ATR 72-600 (72-212A),6V-ASN,18-AUG-2020,0.0,Ziguinchor A...,12.5634929,-16.2724609
19-AUG-2020,Boeing 767-3S2FER,N146FE,19-AUG-2020,0.0,Los Angeles ...,34.0536909,-118.242766
20-AUG-2020,Beech 200 Super King Air,N198DM,20-AUG-2020,1.0,Chicago/Rock...,50.8304859,-0.7845284
22-AUG-2020,Antonov An-26B,EX-126,22-AUG-2020,7.0,near Juba Airport...,4.873847,31.5987319
27-AUG-2020,Boeing 747SP-21,VQ-BMS,27-AUG-2020,0.0,Lake Charles...,30.2265949,-93.2173759
28-AUG-2020,Boeing 767-324ER,N423AX,28-AUG-2020,0.0,Bucharest Ba...,44.4361414,26.1027202
29-AUG-2020,Boeing 737-81D (WL),JA73NM,29-AUG-2020,0.0,near Tokyo-Haneda...,35.5479444,139.7466458
11-SEP-2020,Cessna 208B Grand Caravan,5Y-CDH ?,11-SEP-2020,0.0,Maji Moto ar...,15.924418,43.405639
15-SEP-2020,Beech 200 King Air,,15-SEP-2020,0.0,Machiques de...,10.059041,-72.5531811
18-SEP-2020,Learjet,,18-SEP-2020,0.0,Zanja,18.4502043,-66.8447337
19-SEP-2020,Fokker 50,5Y-MHT,19-SEP-2020,0.0,Mogadishu Ad...,2.0349312,45.3419183
21-SEP-2020,Learjet 35,false reg.,21-SEP-2020,0.0,Santha Martha,19.3693614,-99.0202626
23-SEP-2020,BAe-125-800A,XB-PYZ,23-SEP-2020,4.0,Alta Verapaz...,15.5,-90.333333
25-SEP-2020,BAe-125,,25-SEP-2020,,"Catatumbo, E...",8.713923,-72.9192772
27-SEP-2020,Canadair Challenger 600,N100QR,27-SEP-2020,0.0,Sur del Lago...,24.0299503,-104.6520594
28-SEP-2020,Antonov An-2,,28-SEP-2020,0.0,near Martuni,40.1390406,45.3054735
29-SEP-2020,Lockheed KC-130J Hercules,166765,29-SEP-2020,0.0,"near Salton City, CA",33.2986497,-115.9561112
04-OCT-2020,Gulfstream American G-1159A Gulfstr,N305LR,04-OCT-2020,0.0,"Machiques, Z...",10.059041,-72.5531811
05-OCT-2020,DHC-6 Twin Otter 300,8Q-TMF,05-OCT-2020,0.0,Malé-Velana ...,4.1961894,73.5301042
14-OCT-2020,Antonov An-32A,OB-2120-P,14-OCT-2020,0.0,Iquitos-Coro...,11.0,-69.83333
22-OCT-2020,DHC-6 Twin Otter 300,8Q-TMR,22-OCT-2020,0.0,Medhafushi W...,7.010728,72.9346027
29-OCT-2020,BN-2A-26 Islander,N706MC,29-OCT-2020,0.0,New Orleans-...,29.9499323,-90.0701156
29-OCT-2020,Gulfstream American G-1159A Gulfstr,N461AR ?,29-OCT-2020,3.0,Laguna del T...,28.4857715,-16.3159422
30-OCT-2020,Embraer Phenom 100,PR-LMP,30-OCT-2020,0.0,Igaratinga-S...,-19.955278,-44.7089254
31-OCT-2020,Cessna AC-208B Combat Caravan,YI-118,31-OCT-2020,2.0,near Balad,34.0013129,44.1527886
05-NOV-2020,Swearingen SA227-AC Metro III,LV-VDJ,05-NOV-2020,0.0,Mendoza-El P...,14.685311,121.028099
09-NOV-2020,Rockwell Sabreliner 65,XA-VD.,09-NOV-2020,1.0,"El Chico, Ch...",39.7582967,-121.8456214
11-NOV-2020,BAe-125-800B,,11-NOV-2020,0.0,Parque Nacio...,-16.1427996,12.4284339
13-NOV-2020,Antonov An-124-100,RA-82042,13-NOV-2020,0.0,Novosibirsk-...,55.0282171,82.9234509
23-NOV-2020,DHC-7-110,VP-FBQ,23-NOV-2020,0.0,North Bay Ai...,41.748542,-93.6718102
23-NOV-2020,DHC-8-314,C-FEXZ,23-NOV-2020,0.0,North Bay Ai...,41.748542,-93.6718102
23-NOV-2020,Beech 200 King Air,HB-GJM,23-NOV-2020,0.0,Sion Airport...,13.1462239,-61.2104891
30-NOV-2020,Cessna 208B Grand Caravan,C6-AWO,30-NOV-2020,0.0,George Town-...,5.4145681,100.3298035
05-DEC-2020,Beech A100 King Air,C-FWYO,05-DEC-2020,0.0,Edmonton Int...,66.03169,60.16594
10-DEC-2020,Gulfstream Aerospace G-1159A Gulfst,(N370JL),10-DEC-2020,0.0,southern Belize,17.0853954,-88.0379733
19-DEC-2020,BAe-125-700A,(N326TD),19-DEC-2020,1.0,Parque Nacio...,-16.1427996,12.4284339
20-DEC-2020,Raytheon Hawker 800XP,N412JA,20-DEC-2020,0.0,Farmingdale-...,40.1965018,-74.1684757
30-DEC-2020,Cessna 208B Supervan 900,PZ-TSK,30-DEC-2020,0.0,Kawemhaken-L...,3.4114887,-54.0253275
02-JAN-2021,Learjet 31A,PP-BBV,02-JAN-2021,0,Diamantina A...,-18.2440862,-43.6006487
02-JAN-2021,Beech 200 Super King Air,N831WP,02-JAN-2021,0,White Plains...,41.0339862,-73.7629097
09-JAN-2021,Cessna 560 Citation V,N3RB,09-JAN-2021,2,"near Pine Grove, OR",45.1087279,-121.3636761
12-JAN-2021,Harbin Y-12-II,,12-JAN-2021,4,near Voi,58.1125173,7.9616475
